story_id,sentiment,confidence,model,date
BW_1,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_2,fear,0.49,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_3,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_4,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_5,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_6,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_7,joy,0.97,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_8,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_9,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_10,joy,0.98,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_11,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_12,joy,0.85,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_13,joy,0.95,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_14,anger,0.77,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_15,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_16,joy,0.96,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_17,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_18,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_19,anger,0.53,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_20,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_21,fear,0.54,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_22,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_23,joy,0.8,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_24,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_25,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_26,fear,0.98,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_27,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_28,surprise,0.7,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_29,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_30,joy,0.97,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_31,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_32,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_33,surprise,0.82,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_34,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_35,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_36,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_37,joy,0.94,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_38,joy,0.93,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_39,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_40,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_41,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_42,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_43,anger,0.7,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_44,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_45,joy,0.92,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_46,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_47,surprise,0.77,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_48,fear,0.56,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_49,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
BW_50,joy,0.95,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
