story_id,sentiment,confidence,model,date
PE_1,anger,0.78,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_2,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_3,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_4,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_5,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_6,joy,0.93,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_7,joy,0.96,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_8,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_9,fear,0.91,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_10,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_11,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_12,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_13,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_14,fear,0.75,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_15,joy,0.97,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_16,fear,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_17,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_18,fear,0.97,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_19,anger,0.52,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_20,fear,0.55,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_21,joy,0.52,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_22,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_23,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_24,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_25,fear,0.74,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_26,fear,0.76,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_27,fear,0.95,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_28,fear,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_29,joy,0.9,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_30,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_31,surprise,0.54,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_32,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_33,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_34,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_35,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_36,joy,0.78,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_37,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_38,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_39,joy,0.96,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_40,surprise,0.96,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_41,surprise,0.9,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_42,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_43,joy,0.98,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_44,joy,0.98,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_45,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_46,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_47,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_48,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_49,fear,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
PE_50,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,11-02-2025
